Datum;Tag;Uhrzeit;Heimteam;Auswärtsteam;HZ-Ergebnis;Endergebnis;Ereignis;1;X;2
30/01/19;Mi.;21:00;Tottenham;Watford;0:1;2:1;;1.58;4.11;5.73
10.KHW
02/02/19;Sa.;13:30;Tottenham;Newcastle;0:0;1:0;;1.42;4.57;8.06
02/02/19;Sa.;16:00;Brighton;Watford;0:0;0:0;;2.39;3.21;3.13
02/02/19;Sa.;16:00;Burnley;Southampton;0:0;1:1;;2.55;3.27;2.84
02/02/19;Sa.;16:00;Chelsea;Huddersfield;2:0;5:0;;1.24;6.01;12.96
02/02/19;Sa.;16:00;C Palace;Fulham;1:0;2:0;;1.98;3.47;3.89
02/02/19;Sa.;16:00;Everton;Wolves;1:2;1:3;;2.64;3.20;2.79
02/02/19;Sa.;18:30;Cardiff;Bournemouth;1:0;2:0;;3.28;3.44;2.20
03/02/19;So.;15:05;Leicester;Man Utd;0:1;0:1;;3.62;3.58;2.02
03/02/19;So.;17:30;Man City;Arsenal;2:1;3:1;;1.24;6.82;10.41
04/02/19;Mo.;21:00;West Ham;Liverpool;1:1;1:1;;8.97;5.71;1.31
11.KHW
06/02/19;Mi.;20:45;Everton;Man City;0:1;0:2;;9.02;5.77;1.31
12.KHW
09/02/19;Sa.;13:30;Fulham;Man Utd;0:2;0:3;;4.64;3.97;1.72
09/02/19;Sa.;16:00;C Palace;West Ham;0:1;1:1;;1.96;3.53;3.91
09/02/19;Sa.;16:00;Huddersfield;Arsenal;0:2;1:2;;5.20;3.89;1.67
09/02/19;Sa.;16:00;Liverpool;Bournemouth;2:0;3:0;;1.16;7.91;16.22
09/02/19;Sa.;16:00;Southampton;Cardiff;0:0;1:2;;1.80;3.53;4.72
09/02/19;Sa.;16:00;Watford;Everton;0:0;1:0;;2.48;3.32;2.89
09/02/19;Sa.;18:30;Brighton;Burnley;0:1;1:3;;2.00;3.24;4.15
10/02/19;So.;14:30;Tottenham;Leicester;1:0;3:1;;1.72;3.72;4.98
10/02/19;So.;17:00;Man City;Chelsea;4:0;6:0;;1.55;4.32;5.77
11/02/19;Mo.;21:00;Wolves;Newcastle;0:0;1:1;;1.75;3.50;5.21
16.KHW
22/02/19;Fr.;20:45;West Ham;Fulham;2:1;3:1;;2.01;3.45;3.83
22/02/19;Fr.;20:45;Cardiff;Watford;0:1;1:5;;3.04;3.23;2.43
23/02/19;Sa.;13:30;Burnley;Tottenham;0:0;2:1;;5.67;4.09;1.59
23/02/19;Sa.;16:00;Bournemouth;Wolves;1:0;1:1;;3.08;3.25;2.40
23/02/19;Sa.;16:00;Newcastle;Huddersfield;0:0;2:0;;1.91;3.24;4.61
23/02/19;Sa.;18:30;Leicester;C Palace;0:1;1:4;;2.25;3.25;3.36
24/02/19;So.;15:05;Man Utd;Liverpool;0:0;0:0;;3.26;3.50;2.14
24/02/19;So.;15:05;Arsenal;Southampton;2:0;2:0;;1.59;4.25;5.35
17.KHW
26/02/19;Di.;20:45;Huddersfield;Wolves;0:0;1:0;;5.50;3.44;1.73
26/02/19;Di.;20:45;Leicester;Brighton;1:0;2:1;;1.80;3.48;4.83
26/02/19;Di.;20:45;Cardiff;Everton;0:1;0:3;;3.78;3.34;2.06
26/02/19;Di.;21:00;Newcastle;Burnley;2:0;2:0;;2.13;3.22;3.70
27/02/19;Mi.;20:45;Arsenal;Bournemouth;2:1;5:1;;1.40;5.11;7.19
27/02/19;Mi.;20:45;Southampton;Fulham;2:0;2:0;;1.98;3.40;3.98
27/02/19;Mi.;21:00;C Palace;Man Utd;0:1;1:3;;3.21;3.23;2.33
27/02/19;Mi.;21:00;Chelsea;Tottenham;0:0;2:0;;2.29;3.27;3.26
27/02/19;Mi.;21:00;Liverpool;Watford;2:0;5:0;;1.28;5.63;11.24
27/02/19;Mi.;21:00;Man City;West Ham;0:0;1:0;;1.09;10.63;24.90
18.KHW
02/03/19;Sa.;13:30;Tottenham;Arsenal;0:1;1:1;;1.98;3.47;3.90
02/03/19;Sa.;16:00;Wolves;Cardiff;2:0;2:0;;1.75;3.51;5.16
02/03/19;Sa.;16:00;Man Utd;Southampton;0:1;3:2;;1.46;4.45;7.03
02/03/19;Sa.;16:00;Burnley;C Palace;0:1;1:3;;2.86;3.20;2.58
02/03/19;Sa.;16:00;Brighton;Huddersfield;0:0;1:0;;1.76;3.36;5.44
02/03/19;Sa.;16:00;Bournemouth;Man City;0:0;0:1;;14.47;7.74;1.17
02/03/19;Sa.;18:30;West Ham;Newcastle;2:0;2:0;;2.15;3.34;3.52
03/03/19;So.;13:00;Watford;Leicester;1:0;2:1;;2.71;3.30;2.65
03/03/19;So.;15:05;Fulham;Chelsea;1:2;1:2;;7.35;4.81;1.42
03/03/19;So.;17:15;Everton;Liverpool;0:0;0:0;;5.83;4.00;1.59
20.KHW
09/03/19;Sa.;13:30;C Palace;Brighton;0:1;1:2;;1.86;3.29;4.78
